id,visitor_id,prospect_id,type,created_at,url,duration_seconds,campaign,source,company_domain,channel
880271,575985,003vSm1cXIKdObrpEr,Page View,2026-07-25 00:00:00,/blog/agentic-ai,64,Webinar Series,email,lumina.com,email
880272,556598,,Download,2026-07-21 00:00:00,/case-studies,727,Always-On Search,bing,,paid_search
880273,564321,,Click,2026-07-22 00:00:00,/case-studies,683,Always-On Search,google,,paid_search
880274,518416,,Visit,20/07/2026,/demo,678,Newsletter,bing,,paid_search
880275,523039,003oE5P6hX3idrPYJM,Form Submission,2026-07-20T00:00:00+08:00,/pricing,435,Webinar Series,linkedin,sunrise.com,social
880276,523039,003oE5P6hX3idrPYJM,Download,2026-07-26 00:00:00,/blog/agentic-ai,640,Webinar Series,bing,sunrise.com,paid_search
880277,595659,,Page View,2026-07-26 00:00:00,/case-studies,123,,bing,,paid_search
880278,521426,,Click,2026-07-21,/blog/agentic-ai,187,,linkedin,,social
880279,520230,,Click,25/07/2026,/contact,837,Always-On Search,email,,email
880280,587022,003vriF5P63luchp9A,Download,2026-07-20,/product,771,Webinar Series,bing,lumina.com,paid_search
880281,525449,003foruN2bI7irZa7S,Form Submission,24/07/2026,/product,585,Newsletter,google,northern.com,paid_search
880282,525449,003foruN2bI7irZa7S,Form Submission,2026-07-26T00:00:00+08:00,/product,361,Newsletter,bing,northern.com,paid_search
880283,547871,,Visit,Jul 26 2026,/contact,188,Newsletter,bing,,paid_search
880284,541095,,Download,25/07/2026,/pricing,824,,email,,email
880285,541095,,Visit,2026-07-22 00:00:00,/contact,402,,google,,paid_search
880286,518105,,Page View,2026-07-21T00:00:00+08:00,/contact,729,Newsletter,direct,,direct
880287,518105,,Click,2026-07-20T00:00:00+08:00,/product,449,Always-On Search,linkedin,,social
880288,528163,,Visit,2026-07-21 00:00:00,/,162,Webinar Series,linkedin,,social
880289,519597,,Page View,2026-07-25,/pricing,62,,email,,email
880290,519597,,Form Submission,Jul 20 2026,/contact,748,,bing,,paid_search
880291,514157,,Form Submission,2026-07-25,/blog/agentic-ai,102,Q3 Launch,google,,paid_search
880292,560262,,Download,2026-07-24,/,684,Q3 Launch,bing,,paid_search
880293,532374,,Visit,2026-07-20 00:00:00,/,661,Always-On Search,direct,,direct
880294,532374,,Click,20/07/2026,/pricing,251,,linkedin,,social
880295,528087,,Page View,25/07/2026,/demo,568,Webinar Series,direct,,direct
880296,528087,,Form Submission,2026-07-26T00:00:00+08:00,/blog/agentic-ai,601,Newsletter,linkedin,,social
880297,592377,,Download,21/07/2026,/blog/agentic-ai,711,Newsletter,linkedin,,social
880298,592377,,Form Submission,2026-07-24T00:00:00+08:00,/case-studies,546,Always-On Search,google,,paid_search
880299,519041,,Click,2026-07-23,/product,593,Always-On Search,bing,,paid_search
880300,519041,,Click,2026-07-21,/contact,276,,direct,,direct
880301,501349,,Click,2026-07-25 00:00:00,/case-studies,488,Newsletter,linkedin,,social
880302,501349,,Click,2026-07-22 00:00:00,/contact,46,,google,,paid_search
880303,535407,003leygdPNcc2Vk7xE,Page View,2026-07-24T00:00:00+08:00,/demo,352,Q3 Launch,bing,meridian.com,paid_search
880304,535407,003leygdPNcc2Vk7xE,Form Submission,2026-07-20,/contact,615,Webinar Series,linkedin,meridian.com,social
880305,594235,,Page View,21/07/2026,/demo,301,Always-On Search,direct,,direct
880306,594235,,Click,2026-07-23T00:00:00+08:00,/,337,Q3 Launch,direct,,direct
880307,531775,,Visit,2026-07-23T00:00:00+08:00,/blog/agentic-ai,362,Newsletter,google,,paid_search
880308,537004,,Form Submission,2026-07-23 00:00:00,/blog/agentic-ai,337,Q3 Launch,direct,,direct
880309,587558,,Click,2026-07-26 00:00:00,/product,866,Newsletter,email,,email
880310,523642,,Form Submission,2026-07-22T00:00:00+08:00,/pricing,679,Newsletter,linkedin,,social
880311,535117,003QYoqD7N5s2QrSBT,Click,24/07/2026,/contact,608,Webinar Series,bing,brightwave.com,paid_search
880312,574256,003RpNTfclJb0OUUe8,Visit,2026-07-26T00:00:00+08:00,/blog/agentic-ai,779,Newsletter,email,everbright.com,email
880313,561894,,Page View,Jul 21 2026,/case-studies,326,Newsletter,google,,paid_search
880314,588522,,Download,Jul 23 2026,/contact,793,Q3 Launch,direct,,direct
880315,527539,,Download,2026-07-23T00:00:00+08:00,/contact,474,Webinar Series,google,,paid_search
880316,579552,003jOff2KR4ea8nKPy,Download,2026-07-24T00:00:00+08:00,/case-studies,697,,google,kirana.com,paid_search
880317,563735,,Page View,2026-07-25T00:00:00+08:00,/pricing,302,Newsletter,bing,,paid_search
880318,524885,,Visit,22/07/2026,/blog/agentic-ai,453,Newsletter,bing,,paid_search
880319,568000,,Click,Jul 21 2026,/contact,701,Q3 Launch,bing,,paid_search
880320,568000,,Form Submission,2026-07-21,/,852,Newsletter,direct,,direct
880321,568741,00339p4BY9ZPVCzAqd,Page View,2026-07-26 00:00:00,/demo,731,Always-On Search,google,nexus.com,paid_search
880322,553255,003HFasaAd1KVpFGWD,Visit,Jul 20 2026,/demo,665,Webinar Series,bing,mekong.com,paid_search
880323,588980,,Click,2026-07-21T00:00:00+08:00,/case-studies,512,Q3 Launch,bing,,paid_search
880324,587848,0038lsG6yy7CXcdEmA,Page View,2026-07-23T00:00:00+08:00,/contact,565,Always-On Search,direct,pacific.com,direct
880325,533405,003rH1ESExnO8SEB8M,Visit,22/07/2026,/case-studies,626,,linkedin,straits.com,social
880326,587704,,Click,2026-07-20,/demo,838,,bing,,paid_search
880327,517792,,Visit,2026-07-26 00:00:00,/case-studies,706,Always-On Search,bing,,paid_search
880328,507255,003Mt2xVzKFS6UVS1X,Click,2026-07-23T00:00:00+08:00,/,694,Newsletter,google,zenith.com,paid_search
880329,560483,,Click,21/07/2026,/case-studies,641,,linkedin,,social
880330,565590,,Form Submission,Jul 24 2026,/blog/agentic-ai,52,Q3 Launch,google,,paid_search
880331,565590,,Click,Jul 22 2026,/case-studies,432,Webinar Series,linkedin,,social
880332,505371,003BdQsRYOo6hA2DJ5,Click,Jul 25 2026,/demo,543,Always-On Search,linkedin,kirana.com,social
880333,505371,003BdQsRYOo6hA2DJ5,Download,21/07/2026,/,60,,bing,kirana.com,paid_search
880334,526590,,Download,2026-07-24T00:00:00+08:00,/blog/agentic-ai,170,Q3 Launch,email,,email
880335,526590,,Page View,Jul 23 2026,/case-studies,276,,google,,paid_search
880336,510178,003vriF5P63luchp9A,Download,2026-07-24T00:00:00+08:00,/contact,164,Webinar Series,google,lumina.com,paid_search
880337,510178,003vriF5P63luchp9A,Page View,2026-07-21,/,171,Always-On Search,direct,lumina.com,direct
880338,566530,,Form Submission,2026-07-24 00:00:00,/demo,355,Q3 Launch,direct,,direct
880339,565915,,Click,2026-07-23,/,179,Q3 Launch,bing,,paid_search
880340,589542,,Download,26/07/2026,/blog/agentic-ai,871,Always-On Search,google,,paid_search
880341,589542,,Visit,Jul 24 2026,/demo,219,Q3 Launch,direct,,direct
880342,561333,,Form Submission,2026-07-20,/demo,266,Q3 Launch,bing,,paid_search
880343,526421,,Form Submission,2026-07-21,/,649,Newsletter,bing,,paid_search
880344,583609,003Cz5BK79Vc8PxESN,Download,2026-07-20,/demo,197,Webinar Series,google,lumina.com,paid_search
880345,583609,003Cz5BK79Vc8PxESN,Visit,26/07/2026,/product,452,Webinar Series,google,lumina.com,paid_search
880346,557811,,Page View,2026-07-26,/case-studies,661,Newsletter,bing,,paid_search
880347,527917,003blM0OJ6mHvqPbbV,Download,2026-07-25,/case-studies,824,Q3 Launch,direct,kirana.com,direct
880348,553007,003gF41vvjhfxjw0U8,Download,2026-07-24T00:00:00+08:00,/contact,790,,direct,pacific.com,direct
880349,553007,003gF41vvjhfxjw0U8,Visit,2026-07-26 00:00:00,/contact,141,Newsletter,email,pacific.com,email
880350,544052,,Form Submission,2026-07-23T00:00:00+08:00,/contact,435,Q3 Launch,direct,,direct
880351,539839,003EHGL4D4Vo3txzQT,Page View,Jul 26 2026,/product,480,Newsletter,bing,andaman.com,paid_search
880352,540881,,Page View,2026-07-25T00:00:00+08:00,/case-studies,331,,linkedin,,social
880353,540881,,Page View,2026-07-25T00:00:00+08:00,/case-studies,879,Newsletter,linkedin,,social
880354,582228,0032kprEnDkDmvntmO,Page View,2026-07-23,/,629,,google,northgate.com,paid_search
880355,505783,,Download,25/07/2026,/pricing,213,Newsletter,direct,,direct
880356,505783,,Download,2026-07-25 00:00:00,/pricing,286,Always-On Search,google,,paid_search
880357,502155,003GkoblyoazHXA4yo,Visit,2026-07-24,/blog/agentic-ai,490,Always-On Search,linkedin,everbright.com,social
880358,587415,003zGvsU55UC7Ep3Fv,Download,2026-07-22T00:00:00+08:00,/contact,419,Q3 Launch,google,meridian.com,paid_search
880359,520908,003R2WaD3vKzeg8dua,Page View,Jul 23 2026,/,178,Webinar Series,linkedin,zenith.com,social
880360,576309,,Download,21/07/2026,/product,671,Webinar Series,linkedin,,social
880361,576309,,Visit,2026-07-23,/contact,813,Always-On Search,linkedin,,social
880362,515335,003VfCyg8Ht0V7Fj77,Form Submission,21/07/2026,/,35,,email,bharat.com,email
880363,515335,003VfCyg8Ht0V7Fj77,Form Submission,2026-07-23 00:00:00,/blog/agentic-ai,517,Newsletter,email,bharat.com,email
880364,587450,,Page View,26/07/2026,/contact,314,,direct,,direct
880365,543540,,Page View,2026-07-21 00:00:00,/demo,86,Always-On Search,linkedin,,social
880366,504530,003oOBGVzbrYIzgfgJ,Click,21/07/2026,/pricing,80,Q3 Launch,email,pacific.com,email
880367,504530,003oOBGVzbrYIzgfgJ,Click,2026-07-26T00:00:00+08:00,/contact,706,,direct,pacific.com,direct
880368,559507,003j40yPUgr3U4pVAa,Download,Jul 20 2026,/blog/agentic-ai,622,Always-On Search,linkedin,johor.com,social
880369,510628,,Click,2026-07-26T00:00:00+08:00,/case-studies,869,Q3 Launch,email,,email
880370,510628,,Visit,Jul 25 2026,/product,512,Webinar Series,linkedin,,social
880371,517486,,Form Submission,2026-07-24 00:00:00,/case-studies,567,Webinar Series,google,,paid_search
880372,517486,,Visit,2026-07-23T00:00:00+08:00,/contact,777,,linkedin,,social
880373,582370,,Download,2026-07-24T00:00:00+08:00,/contact,354,Always-On Search,direct,,direct
880374,582370,,Click,2026-07-24,/demo,659,,email,,email
880375,592361,,Page View,2026-07-20 00:00:00,/contact,268,Always-On Search,google,,paid_search
880376,592361,,Visit,2026-07-26T00:00:00+08:00,/case-studies,670,Q3 Launch,google,,paid_search
880377,538857,,Download,26/07/2026,/pricing,371,Always-On Search,direct,,direct
880378,538857,,Visit,2026-07-26 00:00:00,/blog/agentic-ai,236,Always-On Search,bing,,paid_search
880379,512492,,Click,Jul 20 2026,/contact,593,Always-On Search,linkedin,,social
880380,512492,,Click,20/07/2026,/case-studies,771,,direct,,direct
880381,529685,,Click,2026-07-26 00:00:00,/,376,Newsletter,email,,email
880382,557711,003EHGL4D4Vo3txzQT,Download,2026-07-22,/demo,672,Newsletter,direct,lotus.com,direct
880383,583717,003yOl7wn3BUy2uQA4,Visit,Jul 25 2026,/,563,Always-On Search,direct,andaman.com,direct
880384,583717,003yOl7wn3BUy2uQA4,Form Submission,Jul 25 2026,/contact,49,Webinar Series,direct,andaman.com,direct
880385,646346,003Qv4XNiMyjkl1SXN,Download,2026-07-24,/blog/agentic-ai,577,Webinar Series,direct,bharat.com,direct
880386,646346,003Qv4XNiMyjkl1SXN,Page View,2026-07-25 00:00:00,/contact,149,Always-On Search,bing,bharat.com,paid_search
880387,646346,003Qv4XNiMyjkl1SXN,Click,2026-07-22,/case-studies,118,Newsletter,google,bharat.com,paid_search
880388,639666,,Visit,2026-07-24 00:00:00,/,236,Q3 Launch,email,klang.com,email
880389,639666,,Download,2026-07-23T00:00:00+08:00,/contact,187,Webinar Series,bing,klang.com,paid_search
880390,639666,,Click,2026-07-26T00:00:00+08:00,/,365,Webinar Series,linkedin,klang.com,social
880391,688698,,Visit,Jul 20 2026,/case-studies,426,,linkedin,,social
880392,688698,,Visit,2026-07-23 00:00:00,/blog/agentic-ai,638,Q3 Launch,bing,,paid_search
880393,613513,,Page View,2026-07-22T00:00:00+08:00,/product,235,Webinar Series,bing,cendana.com,paid_search
880394,613513,,Click,21/07/2026,/,481,Q3 Launch,bing,cendana.com,paid_search
880395,613513,,Click,2026-07-24 00:00:00,/pricing,45,,direct,cendana.com,direct
880396,627076,003qJ7LLUAsjmvoyK1,Page View,2026-07-24,/pricing,348,,bing,coastal.com,paid_search
880397,627076,003qJ7LLUAsjmvoyK1,Visit,2026-07-20,/demo,59,Newsletter,linkedin,coastal.com,social
880398,607051,0037O1RLhX5CDQL9Gi,Click,2026-07-20,/product,867,Webinar Series,direct,penang-semi.com,direct
880399,607051,0037O1RLhX5CDQL9Gi,Form Submission,Jul 23 2026,/demo,125,Newsletter,linkedin,penang-semi.com,social
880400,607051,0037O1RLhX5CDQL9Gi,Download,2026-07-26T00:00:00+08:00,/case-studies,267,Webinar Series,google,penang-semi.com,paid_search
880401,633823,,Page View,2026-07-23,/blog/agentic-ai,711,Always-On Search,bing,,paid_search
880402,633823,,Visit,2026-07-23,/pricing,516,Q3 Launch,bing,,paid_search
880403,633823,,Page View,24/07/2026,/product,816,Always-On Search,direct,,direct
880404,666577,003Ot4GJnPQD8vx0d0,Click,23/07/2026,/contact,502,Newsletter,direct,everbright.com,direct
880405,666577,003Ot4GJnPQD8vx0d0,Form Submission,2026-07-23 00:00:00,/demo,591,Webinar Series,email,everbright.com,email
880406,644658,,Form Submission,2026-07-21 00:00:00,/,380,,google,batam-log.com,paid_search
880407,644658,,Form Submission,2026-07-24,/,528,Q3 Launch,direct,batam-log.com,direct
880408,644658,,Click,2026-07-22,/contact,129,Newsletter,google,batam-log.com,paid_search
880409,609123,,Click,21/07/2026,/case-studies,690,Q3 Launch,linkedin,,social
880410,609123,,Form Submission,25/07/2026,/,681,Q3 Launch,google,,paid_search
880411,609123,,Download,2026-07-24,/contact,328,Newsletter,direct,,direct
880412,625646,003qJ7LLUAsjmvoyK1,Click,2026-07-24,/pricing,626,Q3 Launch,direct,coastal.com,direct
880413,625646,003qJ7LLUAsjmvoyK1,Page View,2026-07-24 00:00:00,/,331,Q3 Launch,bing,coastal.com,paid_search
880414,625646,003qJ7LLUAsjmvoyK1,Visit,Jul 26 2026,/blog/agentic-ai,603,Always-On Search,linkedin,coastal.com,social
880415,604087,,Download,25/07/2026,/case-studies,475,,google,penang-semi.com,paid_search
880416,604087,,Download,Jul 26 2026,/demo,222,,email,penang-semi.com,email
880417,604087,,Download,2026-07-20 00:00:00,/demo,325,Webinar Series,google,penang-semi.com,paid_search
880418,684985,,Visit,2026-07-26T00:00:00+08:00,/demo,687,Newsletter,email,surabaya-tex.com,email
880419,684985,,Download,2026-07-23T00:00:00+08:00,/contact,214,Newsletter,direct,surabaya-tex.com,direct
880420,658988,0037KB0UzFbyRBlwn6,Form Submission,2026-07-22,/case-studies,778,Webinar Series,direct,zenith.com,direct
880421,658988,0037KB0UzFbyRBlwn6,Form Submission,2026-07-24,/contact,405,Q3 Launch,linkedin,zenith.com,social
880422,692390,,Page View,2026-07-23T00:00:00+08:00,/blog/agentic-ai,778,,bing,jb-steel.com,paid_search
880423,692390,,Visit,2026-07-23 00:00:00,/contact,654,Q3 Launch,google,jb-steel.com,paid_search
880424,689662,,Form Submission,2026-07-23,/pricing,381,,linkedin,,social
880425,689662,,Form Submission,Jul 22 2026,/case-studies,617,Always-On Search,email,,email
880426,689662,,Click,2026-07-25T00:00:00+08:00,/demo,66,,bing,,paid_search
880427,634136,,Click,2026-07-22,/,785,,linkedin,delhi-chem.com,social
880428,634136,,Visit,22/07/2026,/demo,547,Q3 Launch,bing,delhi-chem.com,paid_search
880429,680713,003GPkL8LjkQNU5Mv1,Form Submission,26/07/2026,/blog/agentic-ai,184,Newsletter,bing,delta.com,paid_search
880430,680713,003GPkL8LjkQNU5Mv1,Click,2026-07-21T00:00:00+08:00,/,747,Webinar Series,email,delta.com,email
880431,604337,,Download,2026-07-25,/,452,Newsletter,google,zenith.com,paid_search
880432,604337,,Page View,Jul 25 2026,/demo,621,Always-On Search,linkedin,zenith.com,social
880433,699022,,Page View,2026-07-23T00:00:00+08:00,/case-studies,438,Newsletter,bing,,paid_search
880434,699022,,Page View,22/07/2026,/case-studies,729,Newsletter,email,,email
880435,669526,,Click,2026-07-24 00:00:00,/,489,Newsletter,bing,,paid_search
880436,669526,,Visit,Jul 24 2026,/contact,682,Always-On Search,email,,email
880437,643904,0031O9ZsJHxSgc5kFi,Download,26/07/2026,/,721,Webinar Series,direct,kirana.com,direct
880438,643904,0031O9ZsJHxSgc5kFi,Form Submission,2026-07-24 00:00:00,/product,723,Webinar Series,bing,kirana.com,paid_search
880439,643904,0031O9ZsJHxSgc5kFi,Visit,2026-07-20T00:00:00+08:00,/,99,Q3 Launch,email,kirana.com,email
880440,613619,,Page View,2026-07-20 00:00:00,/blog/agentic-ai,320,Always-On Search,google,,paid_search
880441,613619,,Form Submission,2026-07-24 00:00:00,/pricing,88,,google,,paid_search
880442,613619,,Visit,2026-07-25T00:00:00+08:00,/pricing,649,Webinar Series,email,,email
880443,624217,,Click,2026-07-22,/product,508,Q3 Launch,email,,email
880444,624217,,Click,2026-07-26 00:00:00,/product,195,Q3 Launch,bing,,paid_search
880445,650174,003WbtDRUIBIy0opDw,Download,23/07/2026,/pricing,533,Webinar Series,direct,lumina.com,direct
880446,650174,003WbtDRUIBIy0opDw,Download,2026-07-21T00:00:00+08:00,/pricing,177,,email,lumina.com,email
880447,684323,,Visit,2026-07-26,/pricing,102,,bing,chennai-fab.com,paid_search
880448,684323,,Visit,2026-07-25,/case-studies,182,Q3 Launch,linkedin,chennai-fab.com,social
880449,634922,,Form Submission,2026-07-23,/blog/agentic-ai,819,Newsletter,email,northgate.com,email
880450,634922,,Visit,2026-07-25,/contact,261,Q3 Launch,email,northgate.com,email
880451,615886,,Click,2026-07-25 00:00:00,/blog/agentic-ai,340,Newsletter,linkedin,,social
880452,615886,,Click,Jul 26 2026,/contact,378,Q3 Launch,email,,email
880453,615886,,Page View,25/07/2026,/demo,597,Q3 Launch,email,,email
880454,639173,,Click,2026-07-21 00:00:00,/case-studies,116,Newsletter,google,,paid_search
880455,639173,,Page View,2026-07-23,/pricing,767,,google,,paid_search
880456,608256,,Download,Jul 20 2026,/contact,884,Newsletter,linkedin,,social
880457,608256,,Visit,20/07/2026,/product,836,Q3 Launch,email,,email
880458,608256,,Form Submission,2026-07-25T00:00:00+08:00,/case-studies,724,,google,,paid_search
880459,630537,,Page View,2026-07-24 00:00:00,/case-studies,699,Q3 Launch,email,,email
880460,630537,,Page View,2026-07-21 00:00:00,/blog/agentic-ai,694,Webinar Series,linkedin,,social
880461,640283,,Download,2026-07-26 00:00:00,/contact,204,,linkedin,,social
880462,640283,,Visit,20/07/2026,/case-studies,639,,google,,paid_search
880463,655864,003GkhxTPYcy4OqXIN,Click,24/07/2026,/,842,Webinar Series,linkedin,cyberjaya-data.com,social
880464,655864,003GkhxTPYcy4OqXIN,Click,2026-07-26,/pricing,153,Always-On Search,google,cyberjaya-data.com,paid_search
880465,622026,,Download,2026-07-20T00:00:00+08:00,/demo,625,Q3 Launch,google,,paid_search
880466,622026,,Download,2026-07-20 00:00:00,/,191,Q3 Launch,email,,email
880467,600946,,Download,21/07/2026,/blog/agentic-ai,856,Newsletter,google,zenith.com,paid_search
880468,600946,,Click,2026-07-21T00:00:00+08:00,/contact,491,Newsletter,google,zenith.com,paid_search
880469,600946,,Visit,Jul 20 2026,/contact,214,Newsletter,direct,zenith.com,direct
880470,645593,003wk15qV1Sfsbydk2,Form Submission,2026-07-21,/product,809,,direct,pacific.com,direct
880471,645593,003wk15qV1Sfsbydk2,Page View,26/07/2026,/product,84,Webinar Series,linkedin,pacific.com,social
880472,689816,,Download,Jul 25 2026,/demo,193,Q3 Launch,linkedin,,social
880473,689816,,Click,2026-07-24,/demo,475,Always-On Search,bing,,paid_search
880474,689816,,Visit,21/07/2026,/pricing,788,Q3 Launch,direct,,direct
880475,603809,003PIHF48i2GDrmZhv,Form Submission,Jul 25 2026,/contact,363,Newsletter,google,highland.com,paid_search
880476,603809,003PIHF48i2GDrmZhv,Page View,20/07/2026,/,142,Always-On Search,google,highland.com,paid_search
880477,603809,003PIHF48i2GDrmZhv,Download,2026-07-20,/,234,Newsletter,google,highland.com,paid_search
880478,676689,003MdtQVQVlhaTiSak,Download,Jul 25 2026,/product,169,Newsletter,google,batam-log.com,paid_search
880479,676689,003MdtQVQVlhaTiSak,Click,2026-07-25T00:00:00+08:00,/demo,373,Webinar Series,linkedin,batam-log.com,social
880480,607818,,Download,2026-07-22T00:00:00+08:00,/demo,808,Always-On Search,google,highland.com,paid_search
880481,607818,,Page View,2026-07-24T00:00:00+08:00,/,843,,google,highland.com,paid_search
880482,607818,,Page View,26/07/2026,/pricing,451,,email,highland.com,email
880483,677539,003YzaqIhDxRVRqLy0,Page View,24/07/2026,/product,474,,google,munich-auto.de,paid_search
880484,677539,003YzaqIhDxRVRqLy0,Form Submission,2026-07-23T00:00:00+08:00,/pricing,457,Q3 Launch,linkedin,munich-auto.de,social
880485,604406,,Download,2026-07-26 00:00:00,/case-studies,276,Q3 Launch,direct,penang-semi.com,direct
880486,604406,,Download,2026-07-21 00:00:00,/demo,165,Always-On Search,bing,penang-semi.com,paid_search
880487,602087,,Form Submission,23/07/2026,/blog/agentic-ai,627,Q3 Launch,email,cendana.com,email
880488,602087,,Download,2026-07-25 00:00:00,/demo,838,Always-On Search,email,cendana.com,email
880489,602087,,Visit,Jul 20 2026,/case-studies,737,Always-On Search,direct,cendana.com,direct
880490,655823,,Visit,Jul 25 2026,/contact,373,Q3 Launch,direct,,direct
880491,655823,,Visit,2026-07-24 00:00:00,/pricing,422,Always-On Search,email,,email
880492,647916,,Page View,2026-07-25,/product,274,,linkedin,lumina.com,social
880493,647916,,Form Submission,Jul 22 2026,/,749,Webinar Series,google,lumina.com,paid_search
880494,635043,003iK2FYv5RWdcgOY1,Click,2026-07-26 00:00:00,/case-studies,527,,direct,selangor-precision.com,direct
880495,635043,003iK2FYv5RWdcgOY1,Download,2026-07-23T00:00:00+08:00,/blog/agentic-ai,574,,bing,selangor-precision.com,paid_search
880496,635043,003iK2FYv5RWdcgOY1,Click,2026-07-23 00:00:00,/,719,Q3 Launch,google,selangor-precision.com,paid_search
880497,610508,003yr0Yzxh7KmLIlRX,Page View,21/07/2026,/product,144,Webinar Series,email,lotus.com,email
880498,610508,003yr0Yzxh7KmLIlRX,Form Submission,2026-07-25T00:00:00+08:00,/blog/agentic-ai,53,Always-On Search,email,lotus.com,email
880499,617305,,Click,2026-07-26T00:00:00+08:00,/demo,94,Q3 Launch,google,mumbai-alloys.com,paid_search
880500,617305,,Click,2026-07-23T00:00:00+08:00,/case-studies,622,Always-On Search,bing,mumbai-alloys.com,paid_search
880501,687274,,Download,Jul 21 2026,/product,610,Webinar Series,bing,,paid_search
880502,687274,,Page View,Jul 21 2026,/case-studies,410,Always-On Search,linkedin,,social
880503,687274,,Click,2026-07-25T00:00:00+08:00,/case-studies,200,,google,,paid_search
880504,637387,,Page View,24/07/2026,/demo,149,Q3 Launch,bing,lotus.com,paid_search
880505,637387,,Download,2026-07-24 00:00:00,/product,408,Webinar Series,google,lotus.com,paid_search
880506,687235,0033BSiEeoyfUZggux,Form Submission,23/07/2026,/product,154,Q3 Launch,email,lumina.com,email
880507,687235,0033BSiEeoyfUZggux,Download,Jul 24 2026,/product,189,Q3 Launch,direct,lumina.com,direct
880508,684835,,Click,2026-07-25,/,617,Webinar Series,direct,,direct
880509,684835,,Click,2026-07-21T00:00:00+08:00,/blog/agentic-ai,145,Newsletter,linkedin,,social
880510,684835,,Visit,26/07/2026,/product,55,Newsletter,direct,,direct
880511,658454,003KHkRykirtrFjekB,Click,2026-07-26,/demo,53,Q3 Launch,direct,sunrise.com,direct
880512,658454,003KHkRykirtrFjekB,Visit,2026-07-22T00:00:00+08:00,/contact,433,Webinar Series,email,sunrise.com,email
880513,679308,,Download,Jul 23 2026,/demo,763,Newsletter,bing,lumina.com,paid_search
880514,679308,,Visit,2026-07-23T00:00:00+08:00,/product,383,Always-On Search,bing,lumina.com,paid_search
880515,679308,,Visit,2026-07-26,/demo,775,Newsletter,email,lumina.com,email
880516,637831,,Page View,21/07/2026,/,631,,linkedin,selangor-precision.com,social
880517,637831,,Click,2026-07-24,/case-studies,567,Always-On Search,linkedin,selangor-precision.com,social
880518,637831,,Visit,2026-07-21T00:00:00+08:00,/pricing,449,Always-On Search,email,selangor-precision.com,email
880519,660570,,Page View,2026-07-24,/demo,882,Newsletter,bing,,paid_search
880520,660570,,Visit,2026-07-22,/,876,Always-On Search,direct,,direct
880521,673306,,Visit,2026-07-22,/,32,Webinar Series,bing,,paid_search
880522,673306,,Visit,2026-07-21,/blog/agentic-ai,711,Always-On Search,email,,email
880523,690156,,Visit,Jul 24 2026,/,313,Newsletter,linkedin,,social
880524,690156,,Form Submission,2026-07-25,/case-studies,609,Newsletter,bing,,paid_search
880525,690996,,Form Submission,2026-07-21T00:00:00+08:00,/blog/agentic-ai,619,Q3 Launch,bing,,paid_search
880526,690996,,Visit,22/07/2026,/demo,357,Newsletter,google,,paid_search
880527,690996,,Visit,Jul 20 2026,/product,399,Newsletter,bing,,paid_search
880528,638228,,Visit,Jul 22 2026,/contact,800,Webinar Series,direct,lumina.com,direct
880529,638228,,Click,2026-07-24T00:00:00+08:00,/product,731,Always-On Search,linkedin,lumina.com,social
880530,646088,,Page View,Jul 23 2026,/contact,318,Always-On Search,email,,email
880531,646088,,Page View,21/07/2026,/pricing,253,Webinar Series,direct,,direct
880532,673224,,Download,2026-07-20,/case-studies,108,Q3 Launch,google,,paid_search
880533,673224,,Click,2026-07-26,/product,737,Always-On Search,google,,paid_search
880534,678335,003cWPmsw3Xd3PvrhZ,Visit,22/07/2026,/demo,161,Webinar Series,google,andaman.com,paid_search
880535,678335,003cWPmsw3Xd3PvrhZ,Page View,2026-07-20 00:00:00,/demo,110,Newsletter,linkedin,andaman.com,social
880536,663472,,Page View,2026-07-20,/pricing,63,,direct,,direct
880537,663472,,Visit,2026-07-25 00:00:00,/product,74,Q3 Launch,bing,,paid_search
880538,698900,,Form Submission,20/07/2026,/demo,219,Always-On Search,linkedin,orion.com,social
880539,698900,,Click,2026-07-26T00:00:00+08:00,/contact,386,Always-On Search,google,orion.com,paid_search
880540,695493,,Visit,21/07/2026,/,622,Q3 Launch,direct,,direct
880541,695493,,Click,2026-07-25 00:00:00,/demo,802,,linkedin,,social
880542,628051,,Click,2026-07-25 00:00:00,/blog/agentic-ai,633,Webinar Series,email,,email
880543,628051,,Page View,2026-07-21T00:00:00+08:00,/,393,Newsletter,email,,email
880544,628051,,Page View,2026-07-23 00:00:00,/case-studies,145,Always-On Search,linkedin,,social
880545,668121,,Visit,2026-07-22,/product,535,Q3 Launch,email,kirana.com,email
880546,668121,,Form Submission,2026-07-24,/blog/agentic-ai,349,Newsletter,google,kirana.com,paid_search
880220,676818,003tQLxEJHwBVJvwSD,Visit,2026-07-20 00:00:00,/pricing,502,Q3 Launch,direct,penang-semi.com,direct
880230,632786,,Visit,2026-07-23T00:00:00+08:00,/pricing,855,Q3 Launch,email,penang-semi.com,email
